filename,label
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/pantherophis-emoryi/ab74aaeff3.jpg,pantherophis-emoryi
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/pantherophis-alleghaniensis/d4bbabeaa3.jpg,pantherophis-alleghaniensis
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/haldea-striatula/b96f6b3e73.jpg,haldea-striatula
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/lampropeltis-triangulum/babf42f0e5.jpg,lampropeltis-triangulum
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/crotalus-atrox/fb067e4e7a.jpg,crotalus-atrox
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/agkistrodon-piscivorus/2af1088422.jpg,agkistrodon-piscivorus
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/coluber-constrictor/c2cbd7aa9e.jpg,coluber-constrictor
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/nerodia-sipedon/922fd0e459.jpg,nerodia-sipedon
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/crotalus-atrox/73c56ee17d.jpg,crotalus-atrox
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/thamnophis-sirtalis/bea4098670.jpg,thamnophis-sirtalis
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/thamnophis-elegans/aac2a28bec.jpg,thamnophis-elegans
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/lampropeltis-triangulum/8a004224ee.jpg,lampropeltis-triangulum
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/thamnophis-radix/d8fa996f0d.jpg,thamnophis-radix
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/nerodia-fasciata/7a4991caea.jpg,nerodia-fasciata
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/masticophis-flagellum/fbbe56cec2.jpg,masticophis-flagellum
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/pantherophis-guttatus/d0652076f6.jpg,pantherophis-guttatus
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/crotalus-ruber/2cbbe26e9a.jpg,crotalus-ruber
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/nerodia-fasciata/32d402ea1f.jpg,nerodia-fasciata
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/storeria-dekayi/7d260c648f.jpg,storeria-dekayi
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/thamnophis-sirtalis/2c09374d50.jpg,thamnophis-sirtalis
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/pantherophis-guttatus/b2eac09aac.jpg,pantherophis-guttatus
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/pantherophis-vulpinus/170bf48e84.jpg,pantherophis-vulpinus
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/crotalus-ruber/e700401bac.jpg,crotalus-ruber
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/lampropeltis-californiae/0849810328.jpg,lampropeltis-californiae
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/rhinocheilus-lecontei/ef8c30955b.jpg,rhinocheilus-lecontei
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/nerodia-erythrogaster/e1083fa3d6.jpg,nerodia-erythrogaster
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/opheodrys-aestivus/c527bba9e7.jpg,opheodrys-aestivus
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/natrix-natrix/888e327345.jpg,natrix-natrix
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/heterodon-platirhinos/fbe9d6be09.jpg,heterodon-platirhinos
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/thamnophis-radix/7aef75ad52.jpg,thamnophis-radix
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/pantherophis-vulpinus/4f0c134291.jpg,pantherophis-vulpinus
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/diadophis-punctatus/0e5c246ad0.jpg,diadophis-punctatus
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/agkistrodon-piscivorus/a15bb69f1a.jpg,agkistrodon-piscivorus
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/pantherophis-vulpinus/6390ee4a71.jpg,pantherophis-vulpinus
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/masticophis-flagellum/587fe86ed3.jpg,masticophis-flagellum
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/crotalus-atrox/15838de4f3.jpg,crotalus-atrox
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/lampropeltis-californiae/3d02c58e31.jpg,lampropeltis-californiae
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/rhinocheilus-lecontei/34aea2d686.jpg,rhinocheilus-lecontei
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/masticophis-flagellum/e14e8b7d7f.jpg,masticophis-flagellum
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/lampropeltis-californiae/9571549e37.jpg,lampropeltis-californiae
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/thamnophis-elegans/9c2b740660.jpg,thamnophis-elegans
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/nerodia-rhombifer/324d16cce1.jpg,nerodia-rhombifer
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/pantherophis-spiloides/6a715ba8a8.jpg,pantherophis-spiloides
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/pituophis-catenifer/b01e54ee88.jpg,pituophis-catenifer
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/diadophis-punctatus/9a52c64bbe.jpg,diadophis-punctatus
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/nerodia-fasciata/8ef5a4eec0.jpg,nerodia-fasciata
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/nerodia-rhombifer/2d1a7ad18c.jpg,nerodia-rhombifer
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/natrix-natrix/f2579fa2ac.jpg,natrix-natrix
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/thamnophis-radix/fc76d7390f.jpg,thamnophis-radix
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/pantherophis-guttatus/6770650def.jpg,pantherophis-guttatus
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/pantherophis-emoryi/07ed242f36.jpg,pantherophis-emoryi
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/pantherophis-guttatus/00678bc1b9.jpg,pantherophis-guttatus
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/pantherophis-vulpinus/6f96892f9f.jpg,pantherophis-vulpinus
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/heterodon-platirhinos/0e28467f7e.jpg,heterodon-platirhinos
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/pantherophis-guttatus/4a41e58dbd.jpg,pantherophis-guttatus
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/coluber-constrictor/232a6fd402.jpg,coluber-constrictor
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/nerodia-erythrogaster/9a86db8192.jpg,nerodia-erythrogaster
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/pantherophis-spiloides/ab8f61e7a7.jpg,pantherophis-spiloides
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/natrix-natrix/cafac2d9d0.jpg,natrix-natrix
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/thamnophis-sirtalis/f21591af48.jpg,thamnophis-sirtalis
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/thamnophis-radix/a48ec7a563.jpg,thamnophis-radix
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/crotalus-ruber/670fbcff0b.jpg,crotalus-ruber
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/opheodrys-aestivus/3840736f7f.jpg,opheodrys-aestivus
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/haldea-striatula/466f808796.jpg,haldea-striatula
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/agkistrodon-contortrix/a39c8ae880.jpg,agkistrodon-contortrix
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/opheodrys-aestivus/e82c4628ac.jpg,opheodrys-aestivus
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/diadophis-punctatus/602f68b4c3.jpg,diadophis-punctatus
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/thamnophis-elegans/943ad1f022.jpg,thamnophis-elegans
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/agkistrodon-contortrix/92266fe7fd.jpg,agkistrodon-contortrix
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/coluber-constrictor/554d8cdd58.jpg,coluber-constrictor
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/lampropeltis-californiae/9df424eb35.jpg,lampropeltis-californiae
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/heterodon-platirhinos/437a90430c.jpg,heterodon-platirhinos
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/thamnophis-proximus/deb1b939dc.jpg,thamnophis-proximus
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/thamnophis-sirtalis/f84401152f.jpg,thamnophis-sirtalis
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/storeria-occipitomaculata/50d406370b.jpg,storeria-occipitomaculata
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/lampropeltis-triangulum/4755697e97.jpg,lampropeltis-triangulum
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/nerodia-rhombifer/582acccd71.jpg,nerodia-rhombifer
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/nerodia-fasciata/a4813aae36.jpg,nerodia-fasciata
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/haldea-striatula/a2fea6dada.jpg,haldea-striatula
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/crotalus-ruber/77c513220f.jpg,crotalus-ruber
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/coluber-constrictor/f866c4bc43.jpg,coluber-constrictor
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/natrix-natrix/9edcb463f4.jpg,natrix-natrix
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/crotalus-ruber/cbace2c1f6.jpg,crotalus-ruber
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/crotalus-horridus/f55a306c80.jpg,crotalus-horridus
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/nerodia-sipedon/e945294889.jpg,nerodia-sipedon
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/opheodrys-aestivus/660ce3693f.jpg,opheodrys-aestivus
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/masticophis-flagellum/d94b5dadde.jpg,masticophis-flagellum
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/pantherophis-emoryi/b34df75ce4.jpg,pantherophis-emoryi
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/coluber-constrictor/66e78560f0.jpg,coluber-constrictor
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/crotalus-viridis/bd3ea2eaa9.jpg,crotalus-viridis
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/lampropeltis-californiae/756ac38aff.jpg,lampropeltis-californiae
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/crotalus-horridus/c9efa910a3.jpg,crotalus-horridus
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/rhinocheilus-lecontei/501bc650ea.jpg,rhinocheilus-lecontei
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/lampropeltis-californiae/1bf792f3e2.jpg,lampropeltis-californiae
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/rhinocheilus-lecontei/b795cdf443.jpg,rhinocheilus-lecontei
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/pantherophis-alleghaniensis/0afb50bda4.jpg,pantherophis-alleghaniensis
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/lampropeltis-californiae/4af88b07a0.jpg,lampropeltis-californiae
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/lampropeltis-californiae/b870a7dc28.jpg,lampropeltis-californiae
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/nerodia-fasciata/5304af2bc3.jpg,nerodia-fasciata
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/agkistrodon-piscivorus/e53f30120e.jpg,agkistrodon-piscivorus
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/thamnophis-elegans/281eb23fec.jpg,thamnophis-elegans
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/lampropeltis-californiae/156d094867.jpg,lampropeltis-californiae
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/pantherophis-guttatus/3edc8cda39.jpg,pantherophis-guttatus
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/natrix-natrix/072624e4df.jpg,natrix-natrix
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/agkistrodon-piscivorus/6dd401add2.jpg,agkistrodon-piscivorus
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/crotalus-atrox/9e4c0a303f.jpg,crotalus-atrox
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/agkistrodon-piscivorus/415cc7a4b3.jpg,agkistrodon-piscivorus
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/thamnophis-proximus/cb9f645a42.jpg,thamnophis-proximus
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/pantherophis-vulpinus/87b0deb342.jpg,pantherophis-vulpinus
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/thamnophis-sirtalis/aa4c2d19ea.jpg,thamnophis-sirtalis
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/rhinocheilus-lecontei/400a33044f.jpg,rhinocheilus-lecontei
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/pantherophis-vulpinus/964a21e228.jpg,pantherophis-vulpinus
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/crotalus-viridis/15784bfb52.jpg,crotalus-viridis
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/lampropeltis-californiae/fb3f382d02.jpg,lampropeltis-californiae
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/masticophis-flagellum/096acd43fa.jpg,masticophis-flagellum
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/pantherophis-spiloides/6dc2dbaba4.jpg,pantherophis-spiloides
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/pantherophis-vulpinus/42f1b63a3c.jpg,pantherophis-vulpinus
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/natrix-natrix/ea68d641ec.jpg,natrix-natrix
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/coluber-constrictor/e653c02f3c.jpg,coluber-constrictor
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/nerodia-erythrogaster/c913285cc6.jpg,nerodia-erythrogaster
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/crotalus-atrox/5b5e54aae0.jpg,crotalus-atrox
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/thamnophis-radix/dc7204c3c0.jpg,thamnophis-radix
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/thamnophis-radix/3932a278c2.jpg,thamnophis-radix
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/pantherophis-emoryi/e8c30ec6b1.jpg,pantherophis-emoryi
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/pantherophis-guttatus/488dd5a696.jpg,pantherophis-guttatus
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/pantherophis-obsoletus/83755150ee.jpg,pantherophis-obsoletus
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/pantherophis-vulpinus/b334b9987b.jpg,pantherophis-vulpinus
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/pituophis-catenifer/cac5747173.jpg,pituophis-catenifer
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/crotalus-horridus/460f4f9447.jpg,crotalus-horridus
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/lampropeltis-triangulum/14c93390c1.jpg,lampropeltis-triangulum
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/lampropeltis-californiae/9085db9e91.jpg,lampropeltis-californiae
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/nerodia-fasciata/cfb09191c1.jpg,nerodia-fasciata
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/diadophis-punctatus/ad07f84541.jpg,diadophis-punctatus
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/crotalus-atrox/467b656a46.jpg,crotalus-atrox
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/lampropeltis-californiae/72c6d5781a.jpg,lampropeltis-californiae
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/heterodon-platirhinos/41f9b4fe88.jpg,heterodon-platirhinos
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/pantherophis-emoryi/fd9c5fde55.jpg,pantherophis-emoryi
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/storeria-dekayi/a0add42359.jpg,storeria-dekayi
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/crotalus-viridis/18183b7345.jpg,crotalus-viridis
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/rhinocheilus-lecontei/5429d442f6.jpg,rhinocheilus-lecontei
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/heterodon-platirhinos/81d531f76b.jpg,heterodon-platirhinos
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/pantherophis-spiloides/60343316ff.jpg,pantherophis-spiloides
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/lampropeltis-triangulum/b0a9cdb93f.jpg,lampropeltis-triangulum
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/nerodia-rhombifer/c5584455e8.jpg,nerodia-rhombifer
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/nerodia-erythrogaster/7a4b3ac611.jpg,nerodia-erythrogaster
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/thamnophis-radix/27ddfd73dc.jpg,thamnophis-radix
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/agkistrodon-piscivorus/5804375e0e.jpg,agkistrodon-piscivorus
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/crotalus-ruber/388793719a.jpg,crotalus-ruber
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/pantherophis-guttatus/018eea323c.jpg,pantherophis-guttatus
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/diadophis-punctatus/f41ac236fe.jpg,diadophis-punctatus
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/pantherophis-vulpinus/0933174aca.jpg,pantherophis-vulpinus
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/lampropeltis-californiae/2be77756e6.jpg,lampropeltis-californiae
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/lampropeltis-triangulum/9d77923b9e.jpg,lampropeltis-triangulum
D:/Local Disk(D)/EDUCATION/Status Code 1/Snake_SmallModel_BiT_CaTs/input/snake-breed-classification/train/rhinocheilus-lecontei/2d87069580.jpg,rhinocheilus-lecontei
